session_id,session,src_ip,session_start,session_end,event_count,unique_commands,session_duration,failed_logins,successful_login,unique_usernames,high_event_activity,long_session,credential_guessing,command_heavy,behavioral_risk_score,event_count_norm,unique_commands_norm,session_duration_norm,behavior_cluster,behavior_label,risk_score,is_anomaly,dbscan_label,cluster_stability,attacker_type,threat_archetype,confidence_level,ip_scope,risk_level,country,country_iso,city,latitude,longitude,asn,asn_org,campaign_key,campaign_total_sessions,campaign_severity,ml_risk_score,ml_risk_label,ml_accuracy,ml_precision,ml_recall,geo_visualization,soc_relevance,pca_x,pca_y
SESS-29154,fc9ef127b68c,172.20.10.3,12-01-2026 17:49,12-01-2026 17:49,32,0,0.704357,28,0,20,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.9932215,2,Medium Risk,2.181586977,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.214968182,2.377283813
SESS-28447,82505c97568f,78.46.68.200,20-01-2026 01:55,20-01-2026 01:55,12,6,0.209133,0,1,1,TRUE,FALSE,FALSE,TRUE,2,-0.192911934,1.222958442,-0.5418826,3,High Risk,2.181346244,TRUE,-1,0.9878,Scanner,Wide Network Scan,Medium,public,high,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,0.97333403,-1.714558339
SESS-32969,3df8f43f8623,153.242.200.50,28-12-2025 13:07,28-12-2025 13:07,32,0,0.702115,28,0,20,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.9817444,2,Medium Risk,2.179291554,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.208996262,2.372165008
SESS-25967,c2893c53044c,18.139.200.50,14-02-2026 19:03,14-02-2026 19:03,32,0,0.702062,28,0,26,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.9814731,2,Medium Risk,2.17923729,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.208855121,2.372044029
SESS-26962,1808c5b19c09,60.208.23.196,25-12-2025 15:21,25-12-2025 15:21,31,0,0.753648,27,0,18,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.245547,2,Medium Risk,2.178558307,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,China,CN,Jinan,36.6683,116.9972,AS4837,CHINA UNICOM China169 Backbone,CN_AS4837,38,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.27622764,2.431120441
SESS-30465,1beb0e1d250c,80.191.200.100,10-02-2026 12:16,10-02-2026 12:16,34,0,0.596235,30,0,24,TRUE,FALSE,TRUE,FALSE,1,2.749245806,-0.699226986,1.4397334,2,Medium Risk,2.177876904,TRUE,-1,0.9878,Manual Attacker,Interactive Exploration,High,public,high,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.067037927,2.247829337
SESS-23410,089ff3fe4663,172.31.255.254,14-02-2026 12:08,14-02-2026 12:08,31,0,0.752782,27,0,22,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.2411141,2,Medium Risk,2.177671723,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.273920953,2.429143275
SESS-28531,ed7806613360,91.98.200.50,26-12-2025 14:58,26-12-2025 14:58,31,0,0.752709,27,0,20,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.2407403,2,Medium Risk,2.177596955,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.273726467,2.428976572
SESS-33203,9a9fc35053f0,192.168.190.140,11-02-2026 23:55,11-02-2026 23:55,31,0,0.751469,27,0,21,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.234393,2,Medium Risk,2.176327472,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.270423692,2.426145613
SESS-27138,879cdd6e03cf,192.168.1.200,19-12-2025 12:17,19-12-2025 12:18,30,0,0.803313,26,0,16,TRUE,FALSE,TRUE,FALSE,1,2.214308035,-0.699226986,2.4997878,2,Medium Risk,2.17591268,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.338483502,2.485811133
SESS-32517,a735147d938e,192.168.0.100,25-01-2026 22:06,25-01-2026 22:06,31,0,0.750806,27,0,17,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.2309985,2,Medium Risk,2.175648599,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.268657598,2.424631813
SESS-31921,57b211cc7711,116.196.64.34,23-12-2025 10:38,23-12-2025 10:38,12,6,0.203469,0,1,1,TRUE,FALSE,FALSE,TRUE,2,-0.192911934,1.222958442,-0.5708772,3,High Risk,2.17554732,TRUE,-1,0.9878,Scanner,Wide Network Scan,Medium,public,high,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,0.99,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,0.958247252,-1.727489906
SESS-26582,69691d0a04e3,45.33.32.156,20-12-2025 13:47,20-12-2025 13:47,31,0,0.750355,27,0,23,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.2286901,2,Medium Risk,2.175186925,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.267456387,2.4236022
SESS-32092,65e4fcc8579d,58.120.200.100,23-01-2026 10:25,23-01-2026 10:25,31,0,0.749608,27,0,23,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.224866,2,Medium Risk,2.174422078,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.265466594,2.421896658
SESS-28084,cb4c0f7efb0b,36.110.228.254,12-01-2026 22:07,12-01-2026 22:07,32,0,0.697243,28,0,20,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.9568039,2,Medium Risk,2.174303456,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.196019026,2.361041626
SESS-24582,e73ee9c8dd51,212.193.30.45,06-02-2026 00:19,06-02-2026 00:19,29,0,0.853967,25,0,18,TRUE,FALSE,TRUE,FALSE,1,2.080573592,-0.699226986,2.7590907,2,Medium Risk,2.174279474,TRUE,-1,0.9878,Manual Attacker,Interactive Exploration,High,public,high,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.403373582,2.542759734
SESS-31894,6bc92bdac14d,10.0.0.5,03-01-2026 16:58,03-01-2026 16:58,32,0,0.695823,28,0,20,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.949535,2,Medium Risk,2.172849675,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.192236783,2.357799693
SESS-28591,656e2cead07c,27.126.128.200,30-12-2025 05:13,30-12-2025 05:13,12,6,0.199848,0,1,1,TRUE,FALSE,FALSE,TRUE,2,-0.192911934,1.222958442,-0.58941346,3,High Risk,2.171840066,TRUE,-1,0.9878,Scanner,Wide Network Scan,Medium,public,high,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,0.92,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,0.94860228,-1.735757052
SESS-28069,b01fc831b672,192.168.1.50,20-01-2026 16:03,20-01-2026 16:03,12,6,0.197056,0,1,1,TRUE,FALSE,FALSE,TRUE,2,-0.192911934,1.222958442,-0.603706,3,High Risk,2.168981559,TRUE,-1,0.9878,Scanner,Wide Network Scan,Medium,private,high,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,0.37,Medium Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,0.941165442,-1.742131505
SESS-26121,ea42cf498d7b,138.117.120.100,28-12-2025 08:24,28-12-2025 08:24,32,0,0.691793,28,0,20,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.9289051,2,Medium Risk,2.168723698,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.18150241,2.348598772
SESS-26453,d20f332d9818,103.87.56.100,06-01-2026 05:25,06-01-2026 05:25,30,0,0.795152,26,0,21,TRUE,FALSE,TRUE,FALSE,1,2.214308035,-0.699226986,2.4580107,2,Medium Risk,2.167557253,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.31674565,2.467178628
SESS-28587,ada7a874b31f,159.65.200.50,11-01-2026 14:32,11-01-2026 14:32,31,0,0.742448,27,0,23,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.188213,2,Medium Risk,2.167091517,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.246395031,2.405549549
SESS-28878,3d61411e4083,172.31.255.254,06-01-2026 21:50,06-01-2026 21:50,31,0,0.740788,27,0,21,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.1797154,2,Medium Risk,2.165391974,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.241973444,2.401759606
SESS-25364,439ed1f4e474,45.142.212.10,27-01-2026 06:52,27-01-2026 06:52,30,0,0.791297,26,0,20,TRUE,FALSE,TRUE,FALSE,1,2.214308035,-0.699226986,2.4382765,2,Medium Risk,2.163610424,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.306477409,2.458377249
SESS-27767,6d0ee810f7c0,172.31.255.254,29-01-2026 10:15,29-01-2026 10:15,31,0,0.738823,27,0,19,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.1696565,2,Medium Risk,2.163380198,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.236739461,2.39727332
SESS-24135,e4d244020019,1.180.24.3,27-12-2025 08:28,27-12-2025 08:28,30,0,0.790604,26,0,20,TRUE,FALSE,TRUE,FALSE,1,2.214308035,-0.699226986,2.4347289,2,Medium Risk,2.16290089,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.304631457,2.456794999
SESS-29131,53f95f2bf48c,177.96.128.50,15-01-2026 07:36,15-01-2026 07:36,31,0,0.737768,27,0,22,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.1642559,2,Medium Risk,2.162300067,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,Brazil,BR,São Paulo,-23.6293,-46.6351,AS18881,TELEFÔNICA BRASIL S.A,BR_AS18881,37,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.233929333,2.39486463
SESS-32223,1264bdf313dc,125.88.177.65,10-01-2026 10:40,10-01-2026 10:40,31,0,0.737184,27,0,20,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.1612663,2,Medium Risk,2.161702161,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,China,CN,Guangzhou,23.1317,113.266,AS4134,CHINANET-BACKBONE,CN_AS4134,33,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.23237376,2.393531278
SESS-24735,08c35394b990,121.5.132.31,28-12-2025 11:01,28-12-2025 11:01,31,0,0.736632,27,0,20,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.1584406,2,Medium Risk,2.161137013,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.230903444,2.392271002
SESS-27394,9aebfd6669ed,45.153.160.129,15-01-2026 13:12,15-01-2026 13:12,31,0,0.735664,27,0,23,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.1534853,2,Medium Risk,2.160145955,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.228325111,2.390060996
SESS-28188,48ca87f72323,194.165.21.50,07-01-2026 10:33,07-01-2026 10:33,31,0,0.734387,27,0,23,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.146948,2,Medium Risk,2.158838515,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,Russia,RU,Moscow,55.7405,37.5495,AS25513,PJSC Moscow city telephone network,RU_AS25513,46,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.224923586,2.387145393
SESS-24876,bf86b2cb0aec,172.16.254.1,13-02-2026 08:33,13-02-2026 08:33,31,0,0.734117,27,0,20,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.1455657,2,Medium Risk,2.158562045,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.224204383,2.386528932
SESS-29960,9ece7e930628,192.168.200.1,08-02-2026 15:35,08-02-2026 15:35,32,0,0.681788,28,0,20,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.8776884,2,Medium Risk,2.158480354,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.154852867,2.325756231
SESS-24466,4c4825b1e9e6,10.20.30.40,04-01-2026 11:55,04-01-2026 11:55,31,0,0.731522,27,0,19,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.132282,2,Medium Risk,2.155905299,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.21729242,2.380604372
SESS-30879,ae4feeaa9198,14.37.200.100,04-01-2026 06:58,04-01-2026 06:58,34,0,0.573894,30,0,23,TRUE,FALSE,TRUE,FALSE,1,2.749245806,-0.699226986,1.3253677,2,Medium Risk,2.155003764,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.007530044,2.196822412
SESS-30546,3c4911c6e7fa,181.214.87.50,13-02-2026 05:09,13-02-2026 05:09,31,0,0.730582,27,0,20,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.12747,2,Medium Risk,2.154942899,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.214788548,2.378458189
SESS-29904,680f0dc606a4,49.98.200.100,23-12-2025 09:48,23-12-2025 09:48,32,0,0.677705,28,0,23,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.856787,2,Medium Risk,2.154300066,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,Japan,JP,Chiyoda City,35.6916,139.768,AS9605,"NTT DOCOMO, INC.",JP_AS9605,41,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.143977194,2.316434194
SESS-23741,1af0f394b346,89.32.200.100,25-01-2026 18:04,25-01-2026 18:04,31,0,0.729844,27,0,23,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.123692,2,Medium Risk,2.154187303,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.212822728,2.376773195
SESS-31402,ef5727fdee83,179.184.54.200,28-01-2026 09:02,28-01-2026 09:02,32,0,0.676135,28,0,24,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.84875,2,Medium Risk,2.152692671,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.139795342,2.312849738
SESS-28486,22027a3eb215,35.184.10.254,22-12-2025 08:35,22-12-2025 08:35,32,0,0.676031,28,0,22,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.8482176,2,Medium Risk,2.152586194,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.139518298,2.312612271
SESS-28460,a6678febfaab,177.93.106.120,31-12-2025 00:05,31-12-2025 00:05,31,0,0.727839,27,0,21,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.113428,2,Medium Risk,2.152134519,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.207482214,2.372195597
SESS-26441,16ed3961c834,192.168.190.140,12-01-2026 22:51,12-01-2026 22:51,30,0,0.779364,26,0,23,TRUE,FALSE,TRUE,FALSE,1,2.214308035,-0.699226986,2.37719,2,Medium Risk,2.151393141,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.274692317,2.431132795
SESS-30039,4e570ed74215,89.248.167.131,12-01-2026 13:57,12-01-2026 13:57,30,0,0.77927,26,0,21,TRUE,FALSE,TRUE,FALSE,1,2.214308035,-0.699226986,2.376709,2,Medium Risk,2.151296915,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,The Netherlands,NL,Amsterdam,52.3676,4.90414,AS202425,IP Volume inc,NL_AS202425,36,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.274441945,2.43091819
SESS-25796,fdf8057713fc,83.123.200.50,06-01-2026 21:28,06-01-2026 21:28,32,0,0.674501,28,0,20,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.8403854,2,Medium Risk,2.15101976,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.135442977,2.309119127
SESS-32293,877b86ea7341,141.98.200.50,08-02-2026 14:13,08-02-2026 14:13,31,0,0.726297,27,0,21,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.1055348,2,Medium Risk,2.150555854,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.203374981,2.3686751
SESS-25956,db9e53c8067c,72.14.185.43,03-02-2026 09:49,03-02-2026 09:49,31,0,0.726189,27,0,22,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.104982,2,Medium Risk,2.150445275,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.2030873,2.368428515
SESS-28489,70f3b74ff98b,192.168.190.142,04-01-2026 17:30,04-01-2026 17:30,32,0,0.673475,28,0,24,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.8351333,2,Medium Risk,2.149969335,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.132710167,2.30677671
SESS-31530,4f2414d7759b,188.40.50.11,19-12-2025 11:52,19-12-2025 11:52,29,0,0.829784,25,0,20,TRUE,FALSE,TRUE,FALSE,1,2.080573592,-0.699226986,2.6352952,2,Medium Risk,2.149520372,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.338959088,2.487547129
SESS-30220,818168d5c811,27.126.128.200,26-12-2025 07:03,26-12-2025 07:03,31,0,0.722112,27,0,21,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.0841112,2,Medium Risk,2.146271138,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.192227662,2.359120223
SESS-31043,be7f921329d9,203.110.200.50,16-02-2026 15:35,16-02-2026 15:35,32,0,0.668296,28,0,20,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.8086213,2,Medium Risk,2.14466693,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.118915135,2.294952359
SESS-32834,198af1ad156a,37.114.200.50,09-02-2026 21:07,09-02-2026 21:07,31,0,0.718151,27,0,22,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.0638342,2,Medium Risk,2.142215733,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.181676979,2.350076751
SESS-32970,8d329042aeb8,176.99.0.221,30-12-2025 02:29,30-12-2025 02:29,31,0,0.717809,27,0,19,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.0620837,2,Medium Risk,2.14186564,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.180766148,2.349296036
SESS-32582,57648f69286a,94.130.5.200,24-01-2026 18:52,24-01-2026 18:53,30,0,0.769937,26,0,21,TRUE,FALSE,TRUE,FALSE,1,2.214308035,-0.699226986,2.3289323,2,Medium Risk,2.141741575,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.249582311,2.409609862
SESS-32512,49ad56fdb759,192.168.254.1,31-12-2025 02:15,31-12-2025 02:15,32,0,0.664361,28,0,21,TRUE,FALSE,TRUE,FALSE,1,2.48177692,-0.699226986,1.7884777,2,Medium Risk,2.140638204,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,private,low,Internal,INT,Internal,,,unknown,unknown,INT_unknown,3384,high,1,High Risk,0.9993,0.9996,0.999,disabled,behavioral_intelligence,2.108433832,2.285968355
SESS-31929,5a1f42eb586b,128.199.200.50,12-01-2026 20:09,12-01-2026 20:09,29,0,0.820911,25,0,18,TRUE,FALSE,TRUE,FALSE,1,2.080573592,-0.699226986,2.5898736,2,Medium Risk,2.140436052,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.315324797,2.467289098
SESS-26850,9042b1e3b1b7,194.165.21.50,07-01-2026 17:45,07-01-2026 17:45,29,0,0.819861,25,0,19,TRUE,FALSE,TRUE,FALSE,1,2.080573592,-0.699226986,2.5844984,2,Medium Risk,2.139361022,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,Russia,RU,Moscow,55.7405,37.5495,AS25513,PJSC Moscow city telephone network,RU_AS25513,46,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.312528005,2.464891839
SESS-30489,55ae3b66e0d4,104.131.0.69,29-01-2026 20:55,29-01-2026 20:56,31,0,0.7151,27,0,22,TRUE,FALSE,TRUE,FALSE,1,2.348042478,-0.699226986,2.0482159,2,Medium Risk,2.139092069,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,unknown,unknown,unknown,,,unknown,unknown,unknown_unknown,5827,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.17355031,2.343111012
SESS-28665,f817a2dcb167,194.165.21.50,20-01-2026 10:58,20-01-2026 10:58,30,0,0.766376,26,0,20,TRUE,FALSE,TRUE,FALSE,1,2.214308035,-0.699226986,2.3107033,2,Medium Risk,2.138095774,FALSE,1,0.9878,Manual Attacker,Interactive Exploration,High,public,low,Russia,RU,Moscow,55.7405,37.5495,AS25513,PJSC Moscow city telephone network,RU_AS25513,46,high,1,High Risk,0.9993,0.9996,0.999,enabled,behavioral_intelligence,2.240097255,2.401479786
